18540730	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0054	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0168.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0054	M1Hi_j0168.JPG
18540731	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0055	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0170.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0055	M1Hi_j0170.JPG
18540732	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0056	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0172.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0056	M1Hi_j0172.JPG
18540733	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0057	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0174.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0057	M1Hi_j0174.JPG
18540734	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0058	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0176.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0058	M1Hi_j0176.JPG
18540735	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0059	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0178.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0059	M1Hi_j0178.JPG
18540736	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0060	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0180.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0060	M1Hi_j0180.JPG
18540737	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0061	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0182.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0061	M1Hi_j0182.JPG
18540738	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0062	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0184.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0062	M1Hi_j0184.JPG
18540739	Item	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	Photographs and other Graphic Materials	9	8	2005	Hard Drive	Preservation-Reproduction-Reference	Magnetic Disk	2014-0012-F	V090805DB-0063	This is the roll and frame number assigned by the White House Photo Office.	7348483	M1Hi_j0186.JPG	Vice President Cheney Meets with Secretary Michael Chertoff aboard Air Force Two	9	8	2005	V090805DB-0063	M1Hi_j0186.JPG
